"measuring","weather station","month","time","Air temperature"
"Minimum temperature","Kangaatsiaq","March","2000",-24.2
"Minimum temperature","Kangaatsiaq","March","2001",-19.9
"Minimum temperature","Kangaatsiaq","March","2002",...
"Minimum temperature","Kangaatsiaq","March","2003",-22.6
"Minimum temperature","Kangaatsiaq","March","2004",...
"Minimum temperature","Kangaatsiaq","March","2005",...
"Minimum temperature","Kangaatsiaq","March","2006",-16.6
"Minimum temperature","Kangaatsiaq","March","2007",-22.1
"Minimum temperature","Kangaatsiaq","March","2008",-25.8
"Minimum temperature","Kangaatsiaq","March","2009",-27.0
"Minimum temperature","Kangaatsiaq","March","2010",-17.7
"Minimum temperature","Kangaatsiaq","March","2011",-23.2
"Minimum temperature","Kangaatsiaq","March","2012",-31.9
"Minimum temperature","Kangaatsiaq","March","2013",-28.5
"Minimum temperature","Kangaatsiaq","March","2014",...
"Minimum temperature","Kangaatsiaq","March","2015",...
"Minimum temperature","Kangaatsiaq","March","2016",...
"Minimum temperature","Kangaatsiaq","March","2017",...
"Minimum temperature","Kangaatsiaq","March","2018",...
"Minimum temperature","Kangaatsiaq","March","2019",...
"Minimum temperature","Kangaatsiaq","March","2020",..
"Minimum temperature","Kangaatsiaq","March","2021",..
"Minimum temperature","Kangaatsiaq","April","1993",...
"Minimum temperature","Kangaatsiaq","April","1994",...
"Minimum temperature","Kangaatsiaq","April","1995",...
"Minimum temperature","Kangaatsiaq","April","1996",...
"Minimum temperature","Kangaatsiaq","April","1997",-20.8
"Minimum temperature","Kangaatsiaq","April","1998",-12.0
"Minimum temperature","Kangaatsiaq","April","1999",-13.5
"Minimum temperature","Kangaatsiaq","April","2000",-10.9
"Minimum temperature","Kangaatsiaq","April","2001",-15.7
"Minimum temperature","Kangaatsiaq","April","2002",...
"Minimum temperature","Kangaatsiaq","April","2003",-24.7
"Minimum temperature","Kangaatsiaq","April","2004",...
"Minimum temperature","Kangaatsiaq","April","2005",...
"Minimum temperature","Kangaatsiaq","April","2006",-15.8
"Minimum temperature","Kangaatsiaq","April","2007",-18.1
"Minimum temperature","Kangaatsiaq","April","2008",-17.6
"Minimum temperature","Kangaatsiaq","April","2009",-18.7
"Minimum temperature","Kangaatsiaq","April","2010",-10.9
"Minimum temperature","Kangaatsiaq","April","2011",-20.8
"Minimum temperature","Kangaatsiaq","April","2012",-15.3
"Minimum temperature","Kangaatsiaq","April","2013",-18.0
"Minimum temperature","Kangaatsiaq","April","2014",...
"Minimum temperature","Kangaatsiaq","April","2015",...
"Minimum temperature","Kangaatsiaq","April","2016",...
"Minimum temperature","Kangaatsiaq","April","2017",...
"Minimum temperature","Kangaatsiaq","April","2018",...
"Minimum temperature","Kangaatsiaq","April","2019",...
"Minimum temperature","Kangaatsiaq","April","2020",..
"Minimum temperature","Kangaatsiaq","April","2021",..
"Minimum temperature","Kangaatsiaq","May","1993",...
"Minimum temperature","Kangaatsiaq","May","1994",...
"Minimum temperature","Kangaatsiaq","May","1995",...
"Minimum temperature","Kangaatsiaq","May","1996",...
"Minimum temperature","Kangaatsiaq","May","1997",-3.0
"Minimum temperature","Kangaatsiaq","May","1998",-5.8
"Minimum temperature","Kangaatsiaq","May","1999",-8.9
"Minimum temperature","Kangaatsiaq","May","2000",-6.3
"Minimum temperature","Kangaatsiaq","May","2001",-7.1
"Minimum temperature","Kangaatsiaq","May","2002",...
"Minimum temperature","Kangaatsiaq","May","2003",-7.2
"Minimum temperature","Kangaatsiaq","May","2004",...
"Minimum temperature","Kangaatsiaq","May","2005",...
"Minimum temperature","Kangaatsiaq","May","2006",-6.9
"Minimum temperature","Kangaatsiaq","May","2007",-7.2
"Minimum temperature","Kangaatsiaq","May","2008",-4.6
"Minimum temperature","Kangaatsiaq","May","2009",-8.5
"Minimum temperature","Kangaatsiaq","May","2010",-7.1
"Minimum temperature","Kangaatsiaq","May","2011",-7.8
"Minimum temperature","Kangaatsiaq","May","2012",-6.1
"Minimum temperature","Kangaatsiaq","May","2013",-11.3
"Minimum temperature","Kangaatsiaq","May","2014",...
"Minimum temperature","Kangaatsiaq","May","2015",...
"Minimum temperature","Kangaatsiaq","May","2016",...
"Minimum temperature","Kangaatsiaq","May","2017",...
"Minimum temperature","Kangaatsiaq","May","2018",...
"Minimum temperature","Kangaatsiaq","May","2019",...
"Minimum temperature","Kangaatsiaq","May","2020",..
"Minimum temperature","Kangaatsiaq","May","2021",..
"Minimum temperature","Kangaatsiaq","June","1993",...
"Minimum temperature","Kangaatsiaq","June","1994",...
"Minimum temperature","Kangaatsiaq","June","1995",...
"Minimum temperature","Kangaatsiaq","June","1996",...
"Minimum temperature","Kangaatsiaq","June","1997",1.0
"Minimum temperature","Kangaatsiaq","June","1998",-0.2
"Minimum temperature","Kangaatsiaq","June","1999",-0.5
"Minimum temperature","Kangaatsiaq","June","2000",-1.4
"Minimum temperature","Kangaatsiaq","June","2001",1.1
"Minimum temperature","Kangaatsiaq","June","2002",...
"Minimum temperature","Kangaatsiaq","June","2003",-1.7
"Minimum temperature","Kangaatsiaq","June","2004",...
"Minimum temperature","Kangaatsiaq","June","2005",...
"Minimum temperature","Kangaatsiaq","June","2006",-1.7
"Minimum temperature","Kangaatsiaq","June","2007",-2.7
"Minimum temperature","Kangaatsiaq","June","2008",-0.6
"Minimum temperature","Kangaatsiaq","June","2009",-2.0
"Minimum temperature","Kangaatsiaq","June","2010",-2.9
"Minimum temperature","Kangaatsiaq","June","2011",-3.4
"Minimum temperature","Kangaatsiaq","June","2012",-0.8
"Minimum temperature","Kangaatsiaq","June","2013",-2.5
"Minimum temperature","Kangaatsiaq","June","2014",...
"Minimum temperature","Kangaatsiaq","June","2015",...
"Minimum temperature","Kangaatsiaq","June","2016",...
"Minimum temperature","Kangaatsiaq","June","2017",...
"Minimum temperature","Kangaatsiaq","June","2018",...
"Minimum temperature","Kangaatsiaq","June","2019",...
"Minimum temperature","Kangaatsiaq","June","2020",..
"Minimum temperature","Kangaatsiaq","June","2021",..
"Minimum temperature","Kangaatsiaq","July","1993",...
"Minimum temperature","Kangaatsiaq","July","1994",...
"Minimum temperature","Kangaatsiaq","July","1995",...
"Minimum temperature","Kangaatsiaq","July","1996",...
"Minimum temperature","Kangaatsiaq","July","1997",1.8
"Minimum temperature","Kangaatsiaq","July","1998",2.9
"Minimum temperature","Kangaatsiaq","July","1999",3.4
"Minimum temperature","Kangaatsiaq","July","2000",2.0
"Minimum temperature","Kangaatsiaq","July","2001",-0.1
"Minimum temperature","Kangaatsiaq","July","2002",...
"Minimum temperature","Kangaatsiaq","July","2003",0.6
"Minimum temperature","Kangaatsiaq","July","2004",...
"Minimum temperature","Kangaatsiaq","July","2005",...
"Minimum temperature","Kangaatsiaq","July","2006",0.1
"Minimum temperature","Kangaatsiaq","July","2007",-2.2
"Minimum temperature","Kangaatsiaq","July","2008",0.1
"Minimum temperature","Kangaatsiaq","July","2009",0.3
"Minimum temperature","Kangaatsiaq","July","2010",-0.2
"Minimum temperature","Kangaatsiaq","July","2011",-0.6
"Minimum temperature","Kangaatsiaq","July","2012",1.9
"Minimum temperature","Kangaatsiaq","July","2013",-0.1
"Minimum temperature","Kangaatsiaq","July","2014",...
"Minimum temperature","Kangaatsiaq","July","2015",...
"Minimum temperature","Kangaatsiaq","July","2016",...
"Minimum temperature","Kangaatsiaq","July","2017",...
"Minimum temperature","Kangaatsiaq","July","2018",...
"Minimum temperature","Kangaatsiaq","July","2019",...
"Minimum temperature","Kangaatsiaq","July","2020",..
"Minimum temperature","Kangaatsiaq","July","2021",..
"Minimum temperature","Kangaatsiaq","August","1993",...
"Minimum temperature","Kangaatsiaq","August","1994",...
"Minimum temperature","Kangaatsiaq","August","1995",...
"Minimum temperature","Kangaatsiaq","August","1996",...
"Minimum temperature","Kangaatsiaq","August","1997",2.3
"Minimum temperature","Kangaatsiaq","August","1998",3.6
"Minimum temperature","Kangaatsiaq","August","1999",2.5
"Minimum temperature","Kangaatsiaq","August","2000",2.7
"Minimum temperature","Kangaatsiaq","August","2001",4.4
"Minimum temperature","Kangaatsiaq","August","2002",...
"Minimum temperature","Kangaatsiaq","August","2003",1.2
"Minimum temperature","Kangaatsiaq","August","2004",...
"Minimum temperature","Kangaatsiaq","August","2005",...
"Minimum temperature","Kangaatsiaq","August","2006",0.5
"Minimum temperature","Kangaatsiaq","August","2007",2.0
"Minimum temperature","Kangaatsiaq","August","2008",1.0
"Minimum temperature","Kangaatsiaq","August","2009",1.9
"Minimum temperature","Kangaatsiaq","August","2010",3.6
"Minimum temperature","Kangaatsiaq","August","2011",1.8
"Minimum temperature","Kangaatsiaq","August","2012",0.9
"Minimum temperature","Kangaatsiaq","August","2013",...
"Minimum temperature","Kangaatsiaq","August","2014",...
"Minimum temperature","Kangaatsiaq","August","2015",...
"Minimum temperature","Kangaatsiaq","August","2016",...
"Minimum temperature","Kangaatsiaq","August","2017",...
"Minimum temperature","Kangaatsiaq","August","2018",...
"Minimum temperature","Kangaatsiaq","August","2019",...
"Minimum temperature","Kangaatsiaq","August","2020",..
"Minimum temperature","Kangaatsiaq","August","2021",..
"Minimum temperature","Kangaatsiaq","September","1993",...
"Minimum temperature","Kangaatsiaq","September","1994",...
"Minimum temperature","Kangaatsiaq","September","1995",...
"Minimum temperature","Kangaatsiaq","September","1996",...
"Minimum temperature","Kangaatsiaq","September","1997",-2.9
"Minimum temperature","Kangaatsiaq","September","1998",1.4
"Minimum temperature","Kangaatsiaq","September","1999",0.2
"Minimum temperature","Kangaatsiaq","September","2000",1.4
"Minimum temperature","Kangaatsiaq","September","2001",1.4
"Minimum temperature","Kangaatsiaq","September","2002",...
"Minimum temperature","Kangaatsiaq","September","2003",-2.8
"Minimum temperature","Kangaatsiaq","September","2004",...
"Minimum temperature","Kangaatsiaq","September","2005",...
"Minimum temperature","Kangaatsiaq","September","2006",-1.1
"Minimum temperature","Kangaatsiaq","September","2007",-2.9
"Minimum temperature","Kangaatsiaq","September","2008",-3.0
"Minimum temperature","Kangaatsiaq","September","2009",-3.4
"Minimum temperature","Kangaatsiaq","September","2010",-0.6
"Minimum temperature","Kangaatsiaq","September","2011",-2.7
"Minimum temperature","Kangaatsiaq","September","2012",0.1
"Minimum temperature","Kangaatsiaq","September","2013",...
"Minimum temperature","Kangaatsiaq","September","2014",...
"Minimum temperature","Kangaatsiaq","September","2015",...
"Minimum temperature","Kangaatsiaq","September","2016",...
"Minimum temperature","Kangaatsiaq","September","2017",...
"Minimum temperature","Kangaatsiaq","September","2018",...
"Minimum temperature","Kangaatsiaq","September","2019",...
"Minimum temperature","Kangaatsiaq","September","2020",..
"Minimum temperature","Kangaatsiaq","September","2021",..
"Minimum temperature","Kangaatsiaq","October","1993",...
"Minimum temperature","Kangaatsiaq","October","1994",...
"Minimum temperature","Kangaatsiaq","October","1995",...
"Minimum temperature","Kangaatsiaq","October","1996",...
"Minimum temperature","Kangaatsiaq","October","1997",-4.4
"Minimum temperature","Kangaatsiaq","October","1998",-7.6
"Minimum temperature","Kangaatsiaq","October","1999",-7.8
"Minimum temperature","Kangaatsiaq","October","2000",-9.6
"Minimum temperature","Kangaatsiaq","October","2001",-7.8
"Minimum temperature","Kangaatsiaq","October","2002",...
"Minimum temperature","Kangaatsiaq","October","2003",-7.9
"Minimum temperature","Kangaatsiaq","October","2004",...
"Minimum temperature","Kangaatsiaq","October","2005",...
"Minimum temperature","Kangaatsiaq","October","2006",-9.3
"Minimum temperature","Kangaatsiaq","October","2007",-12.0
"Minimum temperature","Kangaatsiaq","October","2008",-11.4
"Minimum temperature","Kangaatsiaq","October","2009",-9.6
"Minimum temperature","Kangaatsiaq","October","2010",-11.2
"Minimum temperature","Kangaatsiaq","October","2011",-10.3
"Minimum temperature","Kangaatsiaq","October","2012",-7.7
"Minimum temperature","Kangaatsiaq","October","2013",...
"Minimum temperature","Kangaatsiaq","October","2014",...
"Minimum temperature","Kangaatsiaq","October","2015",...
"Minimum temperature","Kangaatsiaq","October","2016",...
"Minimum temperature","Kangaatsiaq","October","2017",...
"Minimum temperature","Kangaatsiaq","October","2018",...
"Minimum temperature","Kangaatsiaq","October","2019",...
"Minimum temperature","Kangaatsiaq","October","2020",..
"Minimum temperature","Kangaatsiaq","October","2021",..
"Minimum temperature","Kangaatsiaq","November","1993",...
"Minimum temperature","Kangaatsiaq","November","1994",...
"Minimum temperature","Kangaatsiaq","November","1995",...
"Minimum temperature","Kangaatsiaq","November","1996",...
"Minimum temperature","Kangaatsiaq","November","1997",-9.8
"Minimum temperature","Kangaatsiaq","November","1998",-8.2
"Minimum temperature","Kangaatsiaq","November","1999",-13.6
"Minimum temperature","Kangaatsiaq","November","2000",-11.7
"Minimum temperature","Kangaatsiaq","November","2001",-16.8
"Minimum temperature","Kangaatsiaq","November","2002",...
"Minimum temperature","Kangaatsiaq","November","2003",-12.1
"Minimum temperature","Kangaatsiaq","November","2004",...
"Minimum temperature","Kangaatsiaq","November","2005",...
"Minimum temperature","Kangaatsiaq","November","2006",-14.6
"Minimum temperature","Kangaatsiaq","November","2007",-12.8
"Minimum temperature","Kangaatsiaq","November","2008",-12.6
"Minimum temperature","Kangaatsiaq","November","2009",-14.9
"Minimum temperature","Kangaatsiaq","November","2010",-12.3
"Minimum temperature","Kangaatsiaq","November","2011",-15.7
"Minimum temperature","Kangaatsiaq","November","2012",-13.1
"Minimum temperature","Kangaatsiaq","November","2013",...
"Minimum temperature","Kangaatsiaq","November","2014",...
"Minimum temperature","Kangaatsiaq","November","2015",...
"Minimum temperature","Kangaatsiaq","November","2016",...
"Minimum temperature","Kangaatsiaq","November","2017",...
"Minimum temperature","Kangaatsiaq","November","2018",...
"Minimum temperature","Kangaatsiaq","November","2019",...
"Minimum temperature","Kangaatsiaq","November","2020",..
"Minimum temperature","Kangaatsiaq","November","2021",..
"Minimum temperature","Kangaatsiaq","December","1993",...
"Minimum temperature","Kangaatsiaq","December","1994",...
"Minimum temperature","Kangaatsiaq","December","1995",...
"Minimum temperature","Kangaatsiaq","December","1996",...
"Minimum temperature","Kangaatsiaq","December","1997",-14.5
